order_id,customer_id,order_date,order_amount,payment_method
125,2636,2024-12-07,6285,UPI
126,2946,2024-10-14,434,Card
127,1787,2024-10-25,7034,Card
128,1620,2024-12-04,15255,COD
129,1458,2024-09-04,3407,COD
130,2419,2024-07-11,2600,COD
131,1584,2024-11-20,9809,Card
132,1915,2024-11-01,12762,COD
133,78,2024-09-24,7940,Card
134,1309,2024-07-22,14384,COD
135,648,2024-12-06,14238,Card
136,2188,2024-05-02,850,UPI
137,553,2024-02-27,16617,UPI
138,998,2024-12-04,19616,Card
139,282,2024-07-19,13319,Card
140,1282,2024-04-21,7844,UPI
141,1847,2024-05-07,17694,Card
142,1384,2024-02-05,8853,Card
143,2488,2024-08-21,14616,UPI
144,2318,2024-11-05,2074,Card
145,1158,2024-02-16,19623,COD
146,2794,2024-04-24,10629,UPI
147,104,2024-09-11,12413,COD
148,766,2024-08-10,16419,Card
149,2143,2024-05-03,17840,Card
150,2777,2024-06-08,3440,COD
151,1597,2024-04-05,16002,Card
152,480,2024-04-16,16322,Card
153,2828,2024-04-29,11103,COD
154,2061,2024-04-10,1609,Card
155,1964,2024-04-12,10820,UPI
156,2649,2024-06-14,2032,COD
157,2143,2024-07-04,18608,COD
158,2341,2024-02-01,5936,COD
159,2073,2024-03-06,5193,COD
160,1296,2024-06-27,11303,UPI
161,1529,2024-09-23,14597,COD
162,1190,2024-02-06,3413,COD
163,939,2024-07-19,10555,Card
164,762,2024-12-23,6408,COD
165,654,2024-02-18,9844,Card
166,1670,2024-10-01,6653,COD
167,2686,2024-06-16,19337,COD
168,2539,2024-09-19,11293,UPI
169,1932,2024-05-12,13941,Card
170,1127,2024-10-24,11463,UPI
171,1926,2024-12-09,505,Card
172,575,2024-06-24,1584,COD
173,2342,2024-01-11,19951,UPI
174,2944,2024-07-19,18158,Card
175,1330,2024-10-23,1072,Card
176,1278,2024-01-03,8560,UPI
177,1204,2024-08-01,9995,Card
178,40,2024-10-22,17614,COD
179,2824,2024-11-02,10126,Card
180,520,2024-02-01,15691,COD
181,1640,2024-02-17,7105,Card
182,2594,2024-11-22,4642,UPI
183,2284,2024-09-08,15490,COD
184,463,2024-07-17,3867,Card
185,1252,2024-03-29,17860,COD
186,1849,2024-04-18,6753,UPI
187,483,2024-10-17,17126,Card
188,2478,2024-04-17,5008,Card
189,343,2024-02-09,7931,COD
190,1197,2024-02-21,783,UPI
191,1463,2024-04-21,17094,UPI
192,1203,2024-10-21,9338,Card
193,1622,2024-03-08,7895,COD
194,2181,2024-07-07,3673,Card
195,2399,2024-11-27,1398,Card
196,2554,2024-07-27,4195,COD
197,2132,2024-03-05,12313,UPI
198,993,2024-03-02,4735,Card
199,2878,2024-09-14,6071,Card
200,2909,2024-05-13,19887,COD
201,2391,2024-05-01,2647,COD
202,2914,2024-11-26,9608,Card
203,1190,2024-06-19,7044,UPI
204,2341,2024-07-28,17874,COD
205,1604,2024-10-22,12613,Card
206,1194,2024-03-29,15369,UPI
207,598,2024-06-15,7749,COD
208,645,2024-01-28,8893,COD
209,448,2024-08-25,11263,Card
210,2738,2024-12-01,16970,COD
211,2903,2024-03-03,8803,Card
212,2550,2024-09-11,2206,COD
213,764,2024-02-10,5413,UPI
214,735,2024-01-29,18731,UPI
215,1643,2024-10-05,4068,COD
216,2298,2024-03-20,9730,Card
217,601,2024-02-20,14560,COD
218,2173,2024-04-21,6837,Card
219,2161,2024-12-26,16936,COD
220,981,2024-10-27,5164,UPI
221,1783,2024-03-30,19772,Card
222,2198,2024-08-16,1502,UPI
223,2923,2024-05-29,7949,UPI
224,2391,2024-08-30,1046,UPI
225,580,2024-05-17,13590,COD
226,783,2024-05-14,13935,Card
227,2369,2024-03-29,15076,UPI
228,2870,2024-01-15,14167,Card
229,532,2024-11-28,19108,Card
230,1513,2024-12-27,18462,UPI
231,2540,2024-06-22,4305,COD
232,612,2024-03-30,3019,UPI
233,2300,2024-07-31,8277,UPI
234,2006,2024-12-08,12222,Card
235,1101,2024-03-01,9450,COD
236,1671,2024-12-29,19073,Card
237,1416,2024-08-07,19848,COD
238,1436,2024-03-01,11993,UPI
239,2221,2024-11-02,18877,COD
240,875,2024-06-14,17258,Card
241,2249,2024-01-12,10270,UPI
242,217,2024-08-03,6457,COD
243,376,2024-03-17,1211,COD
244,1610,2024-08-19,16816,Card
245,11,2024-04-21,19611,COD
246,2940,2024-03-06,2373,UPI
247,1614,2024-06-30,3584,COD
248,2483,2024-07-22,18912,Card
249,818,2024-07-24,997,COD
250,1297,2024-10-12,7321,UPI
251,2979,2024-04-14,13794,UPI
252,691,2024-08-29,15186,COD
253,1600,2024-08-22,7890,COD
254,1533,2024-06-24,12869,UPI
255,1156,2024-07-29,19173,Card
256,2903,2024-01-31,18047,UPI
257,1948,2024-08-22,11754,COD
258,784,2024-08-29,19694,COD
259,2367,2024-06-01,17631,Card
260,2892,2024-07-14,5071,UPI
261,1973,2024-09-25,13554,UPI
262,1877,2024-06-18,5489,Card
263,2669,2024-12-22,18145,UPI
264,785,2024-11-18,16031,Card
265,397,2024-12-01,6486,UPI
266,1082,2024-08-19,17158,Card
267,1504,2024-07-02,14116,Card
268,2034,2024-12-24,10134,Card
269,1615,2024-10-01,12962,COD
270,460,2024-02-01,10750,COD
271,2109,2024-06-25,4224,COD
272,2417,2024-03-05,8922,UPI
273,2767,2024-07-16,17574,Card
274,546,2024-01-27,2320,UPI
275,2544,2024-05-30,19025,UPI
276,497,2024-10-29,6077,Card
277,505,2024-09-24,10920,COD
278,1093,2024-03-25,19104,UPI
279,2209,2024-03-06,17535,UPI
280,1638,2024-05-12,14859,UPI
281,718,2024-03-22,1164,COD
282,1593,2024-11-14,2334,Card
283,1409,2024-11-23,2444,Card
284,269,2024-04-07,3003,UPI
285,1947,2024-03-13,4111,Card
286,1478,2024-11-22,11416,COD
287,2747,2024-01-30,1608,Card
288,1542,2024-05-04,13395,UPI
289,865,2024-07-28,11370,UPI
290,2398,2024-09-28,7863,Card
291,110,2024-07-31,10009,UPI
292,2455,2024-05-12,7313,COD
293,650,2024-06-05,8342,COD
294,2099,2024-02-16,13978,COD
295,1500,2024-12-22,17972,COD
296,1111,2024-12-28,4567,UPI
297,596,2024-01-22,12879,UPI
298,979,2024-03-23,10986,Card
299,731,2024-08-21,13212,UPI
300,57,2024-02-29,10138,Card
301,2786,2024-07-06,11893,UPI
302,2244,2024-02-27,11251,Card
303,1784,2024-09-15,4178,Card
304,1702,2024-06-10,15811,COD
305,1287,2024-10-27,4690,Card
306,112,2024-11-01,17436,Card
307,2813,2024-01-02,6577,Card
308,711,2024-09-27,10103,Card
309,1202,2024-05-22,14767,Card
310,948,2024-07-06,15988,COD
311,26,2024-12-17,17640,Card
312,2458,2024-12-06,2460,Card
313,758,2024-08-11,17492,Card
314,2579,2024-06-28,17033,UPI
315,1801,2024-01-23,17152,UPI
316,1556,2024-12-20,3698,COD
317,2797,2024-02-06,14161,Card
318,1842,2024-04-16,10718,Card
319,2294,2024-10-23,12701,UPI
320,1105,2024-08-16,1508,Card
321,662,2024-11-08,16102,COD
322,909,2024-04-06,917,Card
323,2444,2024-10-07,3545,COD
324,522,2024-04-19,15570,UPI
325,1857,2024-02-06,14153,COD
326,1760,2024-02-09,19302,COD
327,2974,2024-03-25,9295,COD
328,2312,2024-10-28,9842,COD
329,790,2024-07-06,18039,COD
330,1298,2024-08-27,7235,COD
331,1730,2024-12-23,731,COD
332,172,2024-12-19,2467,COD
333,265,2024-01-19,16916,COD
334,1987,2024-12-12,16330,UPI
335,1050,2024-11-20,13936,COD
336,1493,2024-09-17,9713,COD
337,1886,2024-06-06,14015,Card
338,476,2024-10-30,12444,Card
339,2404,2024-04-21,10100,Card
340,1050,2024-05-23,11918,COD
341,34,2024-09-12,16984,UPI
342,2312,2024-01-18,12022,UPI
343,1162,2024-07-02,11429,Card
344,816,2024-10-13,4191,Card
345,2923,2024-05-10,17641,COD
346,754,2024-10-07,8133,UPI
347,566,2024-09-01,14783,UPI
348,462,2024-01-08,19577,Card
349,1655,2024-07-11,8433,UPI
350,2703,2024-11-13,13288,Card
351,81,2024-01-07,16610,Card
352,2805,2024-05-15,2818,COD
353,1938,2024-01-19,9562,Card
354,870,2024-05-18,6839,COD
355,1431,2024-06-25,7242,UPI
356,1070,2024-01-11,11591,UPI
357,599,2024-02-10,2218,Card
358,1635,2024-04-23,13152,Card
359,807,2024-06-28,16440,COD
360,1935,2024-07-12,19482,COD
361,1077,2024-07-14,2247,UPI
362,704,2024-12-13,18142,UPI
363,2524,2024-08-12,1922,Card
364,2640,2024-11-26,4252,Card
365,2064,2024-11-18,1851,COD
366,487,2024-09-17,1978,Card
367,706,2024-04-25,883,COD
368,1526,2024-05-29,9671,UPI
369,1165,2024-04-27,18594,UPI
370,620,2024-06-13,14137,Card
371,777,2024-09-08,19166,COD
372,447,2024-09-23,8705,Card
373,2338,2024-02-13,7643,Card
374,209,2024-06-29,5692,COD
375,1499,2024-03-17,17027,Card
376,2461,2024-04-25,18255,COD
377,2725,2024-03-07,3466,COD
378,1451,2024-01-13,6109,Card
379,1878,2024-04-01,13069,COD
380,2712,2024-09-02,7214,UPI
381,2338,2024-09-23,11487,UPI
382,1292,2024-05-18,8019,UPI
383,2199,2024-12-06,15037,UPI
384,1743,2024-08-31,15386,Card
385,1279,2024-12-06,10256,UPI
386,1401,2024-09-29,915,UPI
387,1677,2024-10-30,17475,UPI
388,855,2024-07-09,17084,UPI
389,1382,2024-04-06,19224,Card
390,2656,2024-11-26,12894,UPI
391,2418,2024-07-23,9094,COD
392,705,2024-05-16,18917,COD
393,826,2024-03-17,18778,Card
394,1005,2024-02-06,10401,Card
395,377,2024-10-12,10715,Card
396,973,2024-10-29,9277,UPI
397,118,2024-05-14,18175,Card
398,444,2024-05-21,10643,UPI
399,755,2024-09-10,4640,Card
400,640,2024-02-17,1983,COD
401,2172,2024-09-11,13313,COD
402,2706,2024-05-13,5585,UPI
403,1301,2024-10-16,4317,Card
404,2870,2024-07-26,7182,COD
405,2712,2024-04-10,2783,UPI
406,2408,2024-02-15,10121,COD
407,623,2024-03-10,13607,Card
408,1493,2024-05-15,15516,UPI
409,2009,2024-10-06,13956,COD
410,1652,2024-03-07,15548,Card
411,1724,2024-01-04,2630,UPI
412,1920,2024-08-11,7260,COD
413,919,2024-01-01,3136,COD
414,1174,2024-10-16,12064,UPI
415,2500,2024-04-18,9507,Card
416,1186,2024-09-21,6909,UPI
417,120,2024-03-03,9275,COD
418,582,2024-09-22,6816,COD
419,1948,2024-05-17,2619,COD
420,2147,2024-02-13,1599,Card
421,1191,2024-09-18,9968,COD
422,1687,2024-08-03,18668,COD
423,2000,2024-04-30,14445,UPI
424,2562,2024-05-31,13178,COD
425,2712,2024-07-31,14636,UPI
426,401,2024-08-21,1735,COD
427,2413,2024-12-16,8481,UPI
428,1350,2024-04-20,15565,UPI
429,2629,2024-12-26,13650,UPI
430,1657,2024-11-15,4390,UPI
431,621,2024-08-09,18238,Card
432,2876,2024-08-13,10293,COD
433,247,2024-07-28,11071,Card
434,2482,2024-03-11,7652,COD
435,1117,2024-12-25,4160,UPI
436,2663,2024-03-29,7034,COD
437,2991,2024-09-18,10764,UPI
438,624,2024-07-06,14942,COD
439,2369,2024-04-21,5291,UPI
440,1840,2024-08-26,17102,COD
441,2904,2024-09-12,3910,COD
442,2110,2024-05-29,17413,COD
443,300,2024-05-06,6827,UPI
444,403,2024-11-14,8188,COD
445,1672,2024-09-30,3186,UPI
446,253,2024-11-28,10709,Card
447,1758,2024-05-18,15500,COD
448,2526,2024-04-12,12865,UPI
449,1393,2024-08-29,16760,UPI
450,1965,2024-04-26,10713,UPI
451,160,2024-08-01,10106,Card
452,205,2024-01-17,6370,UPI
453,1162,2024-06-27,2823,Card
454,1392,2024-08-11,19362,Card
455,858,2024-09-26,15776,UPI
456,760,2024-11-08,4565,COD
457,1591,2024-12-14,11579,Card
458,2769,2024-05-13,4540,UPI
459,2116,2024-04-23,4955,Card
460,133,2024-05-11,16163,UPI
461,1724,2024-05-18,9298,UPI
462,2967,2024-12-30,16191,Card
463,430,2024-08-19,18459,UPI
464,2356,2024-04-01,4158,Card
465,2698,2024-09-23,2336,UPI
466,1198,2024-04-08,10988,COD
467,2460,2024-07-25,9245,COD
468,97,2024-01-08,706,Card
469,1707,2024-11-16,8799,Card
470,1178,2024-04-02,8915,Card
471,1719,2024-06-06,3250,Card
472,1266,2024-12-25,14983,COD
473,1328,2024-04-08,2597,Card
474,1309,2024-08-12,8112,UPI
475,1051,2024-12-05,1509,UPI
476,1384,2024-07-26,7402,Card
477,2250,2024-03-13,7900,UPI
478,2810,2024-02-28,4918,Card
479,2922,2024-10-13,6150,UPI
480,581,2024-03-04,10433,UPI
481,2418,2024-09-12,14371,Card
482,533,2024-02-17,10926,Card
483,1176,2024-10-05,17339,COD
484,1126,2024-07-16,345,Card
485,899,2024-06-06,12214,COD
486,2655,2024-11-06,2058,Card
487,1470,2024-01-07,4922,UPI
488,2921,2024-09-04,3798,COD
489,1253,2024-08-19,13783,UPI
490,770,2024-04-15,15069,Card
491,834,2024-04-07,17213,Card
492,1905,2024-09-24,15416,Card
493,2986,2024-02-29,11558,Card
494,2284,2024-11-03,3718,COD
495,2210,2024-05-19,4552,COD
496,554,2024-11-23,12306,Card
497,2836,2024-07-08,7629,UPI
498,1092,2024-05-04,9296,COD
499,1197,2024-06-11,5755,UPI
500,1661,2024-02-29,8197,Card
501,559,2024-01-31,11009,COD
502,261,2024-11-28,16691,COD
503,2265,2024-03-16,10068,COD
504,1841,2024-08-30,4395,UPI
505,1148,2024-11-12,8656,Card
506,805,2024-09-14,4021,Card
507,1186,2024-07-08,17260,COD
508,2249,2024-11-10,11878,COD
509,2450,2024-10-22,5378,Card
510,275,2024-06-25,11098,UPI
511,206,2024-10-14,5766,COD
512,1724,2024-10-20,5620,UPI
513,867,2024-12-13,807,UPI
514,93,2024-07-25,5874,Card
515,1066,2024-08-02,2594,Card
516,2427,2024-12-09,11251,UPI
517,1352,2024-05-20,8270,UPI
518,2113,2024-03-25,10239,Card
519,365,2024-06-30,2221,COD
520,821,2024-11-27,19599,UPI
521,1508,2024-05-07,16310,COD
522,2030,2024-09-25,2248,UPI
523,1925,2024-02-08,1093,Card
524,2588,2024-01-23,13243,COD
525,1086,2024-08-29,11992,Card
526,2539,2024-04-16,13813,UPI
527,1297,2024-12-13,14516,Card
528,2277,2024-05-21,6287,COD
529,1044,2024-05-24,3133,Card
530,3,2024-10-06,18865,COD
531,1754,2024-09-01,8464,Card
532,911,2024-07-09,1580,Card
533,307,2024-10-16,17067,COD
534,2480,2024-06-27,9421,COD
535,136,2024-04-21,12173,COD
536,1933,2024-08-01,13364,UPI
537,2563,2024-05-17,6301,Card
538,2241,2024-07-18,5154,COD
539,1609,2024-01-07,6153,UPI
540,1439,2024-12-11,6480,UPI
541,873,2024-01-13,978,COD
542,1142,2024-03-20,3675,COD
543,666,2024-10-12,4923,COD
544,209,2024-06-07,15090,UPI
545,952,2024-09-28,6913,UPI
546,1058,2024-07-19,8801,Card
547,649,2024-05-29,17643,UPI
548,1342,2024-10-22,18893,COD
549,2168,2024-10-19,18184,Card
550,627,2024-11-29,12935,Card
551,525,2024-09-28,18817,Card
552,1605,2024-02-12,9689,Card
553,1869,2024-11-14,14174,COD
554,769,2024-01-15,16935,Card
555,2560,2024-09-04,13924,COD
556,2095,2024-06-20,11614,UPI
557,772,2024-08-05,10823,COD
558,740,2024-05-16,15595,Card
559,522,2024-11-16,6669,UPI
560,1401,2024-08-14,10905,UPI
561,2182,2024-02-13,3366,UPI
562,248,2024-01-20,2409,Card
563,1342,2024-04-28,8947,COD
564,2484,2024-08-21,499,COD
565,1859,2024-12-01,13751,Card
566,686,2024-12-21,763,Card
567,586,2024-09-18,12401,UPI
568,2399,2024-03-23,9414,COD
569,143,2024-01-31,17774,Card
570,967,2024-11-17,19794,Card
571,2852,2024-09-30,10296,COD
572,718,2024-08-21,10428,UPI
573,643,2024-01-28,9418,UPI
574,2549,2024-09-08,19002,UPI
575,370,2024-11-19,14813,COD
576,1110,2024-09-09,19147,Card
577,787,2024-08-26,19535,Card
578,2787,2024-11-09,14293,Card
579,1484,2024-06-23,16853,Card
580,950,2024-07-12,6819,COD
581,1349,2024-06-28,9319,UPI
582,522,2024-10-21,4755,UPI
583,2537,2024-08-02,13527,UPI
584,1953,2024-07-21,1242,UPI
585,2445,2024-09-06,5644,Card
586,2944,2024-12-27,4388,Card
587,355,2024-09-13,13260,COD
588,947,2024-03-15,10433,UPI
589,2336,2024-12-09,3288,Card
590,1483,2024-07-20,1846,Card
591,1648,2024-05-21,13327,Card
592,536,2024-07-24,687,UPI
593,1315,2024-07-17,15653,Card
594,2899,2024-06-19,19665,UPI
595,2886,2024-11-11,1947,UPI
596,2216,2024-08-15,17111,COD
597,950,2024-06-27,17751,COD
598,621,2024-10-01,16478,UPI
599,428,2024-03-02,12131,UPI
600,1726,2024-11-22,683,UPI
601,2538,2024-07-22,651,Card
602,2403,2024-05-12,4269,Card
603,2244,2024-03-12,13586,Card
604,545,2024-03-18,7407,COD
605,2765,2024-07-07,4597,UPI
606,824,2024-12-21,5871,Card
607,2980,2024-03-11,19717,Card
608,1003,2024-09-19,18357,COD
609,659,2024-11-01,9390,COD
610,2987,2024-02-15,7612,UPI
611,2828,2024-08-11,18649,UPI
612,2059,2024-11-23,8789,Card
613,2444,2024-09-06,15129,Card
614,731,2024-03-16,6532,Card
615,1833,2024-03-14,16179,Card
616,409,2024-05-21,8113,Card
617,2410,2024-03-13,10195,COD
618,84,2024-04-11,2146,UPI
619,2204,2024-04-03,3615,COD
620,707,2024-03-09,1594,UPI
621,1962,2024-03-05,15284,UPI
622,2520,2024-07-11,2621,UPI
623,2667,2024-03-02,7545,COD
624,1448,2024-01-20,19667,Card
625,134,2024-08-28,8230,UPI
626,788,2024-07-21,11180,UPI
627,2955,2024-10-26,2044,COD
628,864,2024-07-13,2004,COD
629,667,2024-03-02,9281,Card
630,277,2024-04-16,19087,Card
631,1776,2024-05-04,18477,UPI
632,882,2024-10-27,18250,COD
633,2061,2024-09-23,4544,Card
634,2390,2024-07-20,19649,Card
635,2083,2024-06-10,12033,Card
636,2607,2024-12-09,19659,COD
637,1238,2024-10-28,1459,COD
638,2453,2024-04-21,18804,COD
639,2706,2024-12-02,14059,COD
640,159,2024-02-01,11230,COD
641,1134,2024-04-07,2647,UPI
642,2597,2024-09-03,3329,UPI
643,1852,2024-09-17,18482,COD
644,279,2024-07-09,7897,UPI
645,2527,2024-01-29,4149,COD
646,111,2024-02-17,10859,UPI
647,2479,2024-09-06,8210,UPI
648,542,2024-08-13,16600,Card
649,1139,2024-09-28,8159,COD
650,360,2024-06-01,6441,UPI
651,2420,2024-11-23,14987,UPI
652,1239,2024-10-11,8106,Card
653,1757,2024-06-28,19606,UPI
654,955,2024-10-28,13385,Card
655,2307,2024-06-01,13503,UPI
656,2826,2024-08-21,1466,Card
657,2168,2024-01-23,678,Card
658,976,2024-04-03,4177,COD
659,913,2024-09-01,6268,COD
660,1152,2024-10-16,11936,UPI
661,723,2024-06-08,12940,COD
662,2571,2024-10-11,7991,COD
663,1712,2024-01-09,685,COD
664,325,2024-07-03,12480,UPI
665,1530,2024-10-21,4873,UPI
666,1550,2024-05-14,537,COD
667,1074,2024-04-19,15292,COD
668,1946,2024-03-09,2203,UPI
669,1608,2024-05-15,1671,COD
670,2117,2024-04-05,18626,Card
671,391,2024-04-28,11820,UPI
672,2431,2024-09-30,18103,UPI
673,16,2024-12-23,6689,Card
674,846,2024-12-03,8056,COD
675,869,2024-06-25,9565,Card
676,568,2024-12-26,1805,COD
677,2180,2024-08-24,5864,COD
678,2020,2024-09-28,5579,UPI
679,2321,2024-10-03,11785,UPI
680,1647,2024-05-17,2324,COD
681,2532,2024-12-27,13621,Card
682,2598,2024-05-11,5191,UPI
683,357,2024-02-13,6994,COD
684,1657,2024-05-02,18030,UPI
685,2281,2024-05-15,3506,UPI
686,36,2024-05-05,18956,UPI
687,2461,2024-10-01,16734,Card
688,1028,2024-03-04,16105,Card
689,2092,2024-10-22,18243,COD
690,2616,2024-08-19,9270,Card
691,2788,2024-02-20,7399,COD
692,114,2024-05-16,18903,COD
693,1773,2024-06-06,19467,UPI
694,2445,2024-02-25,14333,UPI
695,1198,2024-03-21,18099,Card
696,1279,2024-08-19,11779,COD
697,466,2024-11-21,17173,COD
698,1488,2024-05-07,787,UPI
699,847,2024-05-05,19203,UPI
700,502,2024-11-12,6423,UPI
701,441,2024-03-20,14397,Card
702,2117,2024-12-22,9587,COD
703,326,2024-11-28,4553,COD
704,1766,2024-06-23,15039,COD
705,67,2024-05-24,2805,UPI
706,304,2024-05-05,2738,Card
707,972,2024-06-30,14096,Card
708,484,2024-08-06,8957,UPI
709,929,2024-10-04,16398,Card
710,1441,2024-03-23,1956,Card
711,149,2024-05-20,1560,COD
712,2632,2024-11-29,18957,UPI
713,2296,2024-04-04,1395,UPI
714,1125,2024-12-30,18715,UPI
715,2750,2024-07-12,8209,UPI
716,96,2024-04-19,13992,COD
717,282,2024-02-21,15977,Card
718,2370,2024-04-12,19994,Card
719,529,2024-04-10,18951,COD
720,2311,2024-05-21,19927,Card
721,1643,2024-07-19,15225,UPI
722,580,2024-11-14,19681,COD
723,1664,2024-07-17,1533,COD
724,2342,2024-10-10,13036,UPI
725,1632,2024-08-04,3536,UPI
726,2443,2024-02-15,8357,UPI
727,2561,2024-01-28,19668,Card
728,2969,2024-01-02,3587,UPI
729,810,2024-01-17,4913,COD
730,2968,2024-11-10,5301,Card
731,693,2024-03-17,2631,Card
732,235,2024-06-13,1216,COD
733,952,2024-04-06,17225,Card
734,1855,2024-04-14,8707,UPI
735,1361,2024-01-24,640,UPI
736,1032,2024-07-18,17722,UPI
737,1467,2024-02-04,14834,UPI
738,1965,2024-01-02,5443,Card
739,539,2024-10-15,2503,COD
740,820,2024-11-27,15186,Card
741,1682,2024-12-07,12534,COD
742,272,2024-05-17,14240,COD
743,1029,2024-12-02,6150,UPI
744,1923,2024-03-02,7246,Card
745,1243,2024-10-25,6806,UPI
746,1142,2024-07-15,3621,Card
747,593,2024-02-28,13634,Card
748,1606,2024-09-21,18662,UPI
749,115,2024-11-28,6303,Card
750,2311,2024-07-06,2400,UPI
751,1678,2024-03-03,8427,COD
752,1446,2024-11-03,9209,UPI
753,207,2024-10-05,14421,Card
754,2351,2024-01-30,14308,Card
755,112,2024-06-19,2146,COD
756,1441,2024-01-21,4156,COD
757,1883,2024-10-25,12743,COD
758,185,2024-07-19,18809,UPI
759,1765,2024-05-14,7915,UPI
760,901,2024-09-28,3525,Card
761,221,2024-01-23,8899,COD
762,1468,2024-03-27,3945,COD
763,1094,2024-01-31,12508,UPI
764,2946,2024-04-30,12269,Card
765,2670,2024-03-09,13689,COD
766,2475,2024-05-13,17989,UPI
767,2692,2024-11-10,13548,UPI
768,2616,2024-05-25,18620,COD
769,2013,2024-11-28,2877,COD
770,2491,2024-09-19,1944,Card
771,601,2024-10-19,11375,COD
772,1161,2024-03-26,10750,UPI
773,504,2024-01-16,9623,COD
774,2179,2024-08-03,1377,COD
775,218,2024-04-25,961,Card
776,2736,2024-04-27,4978,UPI
